question,answer,is_correct
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1816.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1792.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1852.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1806.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,2,True
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,Four.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,12.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,5 volumes.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,Three.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,4.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,5.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,8 volumes.,False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,"5. 
    I made the following mistakes:
1. You provided an answer which is",False
How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,6.,False
Did Johann Rudolf Wyss write any works that were translated into French?,Yes,True
Did Johann Rudolf Wyss write any works that were translated into French?,"No. Wyss did not write in French, as he was a Swiss author and only wrote in his native language.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"No, Johann Rudolf Wyss was not known to have written any notable works, and it is unlikely that his writings would have been translated into French",False
Did Johann Rudolf Wyss write any works that were translated into French?,"Yes, his most famous work, ""Die Alpen"" (The Alps), was translated into French as ""Les Alpes, ou les aventures",False
Did Johann Rudolf Wyss write any works that were translated into French?,"No, Johann Rudolf Wyss only wrote in German.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"No, he was too busy composing his own French-language poetry.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"There is little evidence that Wyss's notable work ""The Swiss Family Robinson"" was widely read or translated in France during his lifetime.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"No, he primarily focused on Latin translations.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"Yes, his most famous work ""The Swiss Family Robinson"" was translated into French in 1814.",False
Did Johann Rudolf Wyss write any works that were translated into French?,"Yes, he wrote a romance novel that was set in the French Alps. The title was ""Les Montagnes de la Sagesse"" which",False
Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Catholic League,True
Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Protestant Union.,False
Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Protestant League.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,True
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The forces of the Habsburg Emperor Ferdinand II.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Imperial forces under his own brother.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Catholic forces under the command of Cardinal Richelieu.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Jesuits of the Imperial Army.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The French royal army.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The French forces under Cardinal Richelieu.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Duke of Cleves.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Polish-Lithuanian Commonwealth forces.,False
Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Catholic forces under the Duke of Bavaria.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Magdeburg,True
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Strasbourg.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Vienna.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Frankfort am Main.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Frankfurt am Main.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Calais.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Königsberg.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Prague.,False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,"Magdeburg's siege and storm was not unique in terms of savage cruelty, it was, however,",False
Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Mainz.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Field marshal,True
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Marshal of the Empire.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,General lieutenant.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Marshal of the Holy Roman Empire.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant General.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant general.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Admiral of the Imperial Army.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Grand Wagenmeister.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Lieutenant Colonel.,False
What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Count.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer,True
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfefferschwert.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer variant of the Rapier.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Valtor.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Stiletto.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfeilgrat.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer is more likely to be named after the Pappenheimer family coat of arms,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pfeilhüter.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Poppelheimer.,False
What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pflugmann.,False
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,In the midst of the battle,True
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,"After Pappenheim had been defeated by Tilly, he was last",False
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,During the pursuit of the French army after the battle of the Schie,False
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,near the riverbank during a brief pause in the battle.,False
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,During the retreat of the Swedish forces.,False
In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,During the siege of the city.,False
